file_year,category,rank,name,year,high_school,city_state,position,ints,intspergame,intyards,gamesplayed
2019,"defense,interceptions",77,Devin White,Senior,Riverview (FL),(FL),"FS, CB",8,0.7,80,11
2019,"defense,interceptions",78,Gage Coffey,Junior,"Covenant Christian (Indianapolis, IN)","(Indianapolis, IN)","RB, WR",8,0.7,,11
2019,"defense,interceptions",79,Mason Dean,Senior,Wilsonville (OR),(OR),"CB, WR",8,0.7,180,11
2019,"defense,interceptions",80,Tre Stifter,Junior,"Durand/Pecatonica (Durand, IL)","(Durand, IL)","RB, DB",8,0.7,138,11
2019,"defense,interceptions",81,Michael Brunson,Senior,"Calhoun County (St. Matthews, SC)","(St. Matthews, SC)","CB, WR",8,0.7,63,11
2019,"defense,interceptions",82,Marcus Powe,Junior,"La Salle (Pasadena, CA)","(Pasadena, CA)","OLB, WR",8,0.7,123,11
2019,"defense,interceptions",83,Jayden Heartwell,Senior,"South (Anchorage, AK)","(Anchorage, AK)","ATH, WR",8,0.7,,11
2019,"defense,interceptions",84,Nevin Robson,Sophomore,"Hardin Northern (Dola, OH)","(Dola, OH)","FS, QB",8,0.7,79,11
2019,"defense,interceptions",85,Dacarrion Mcwilliams,Senior,"Pine Forest (Pensacola, FL)","(Pensacola, FL)","CB, FS",8,0.7,218,11
2019,"defense,interceptions",86,Tommy Fahey,Junior,"ATI [Abbott RVT/Immaculate] (Danbury, CT)","(Danbury, CT)","RB, DB",8,0.7,230,11
2019,"defense,interceptions",87,Brandon McClendon,Junior,"Holy Cross (Covington, KY)","(Covington, KY)","WR, DB",8,0.7,163,11
2019,"defense,interceptions",88,Eli Clark,Junior,Pike Road (AL),(AL),,8,0.7,0,12
2019,"defense,interceptions",89,Dedrick Johnson,Senior,Nettleton (MS),(MS),"WR, CB",8,0.7,133,12
2019,"defense,interceptions",90,Wyatt Boyer,Senior,Athens (IL),(IL),"WR, TE",8,0.7,99,12
2019,"defense,interceptions",91,Clayton Edmiston,Senior,Christoval (TX),(TX),"WR, FS",8,0.7,195,12
2019,"defense,interceptions",92,Will Gatzemeyer,Senior,"Bancroft-Rosalie/Lyons-Decatur Northeast (Bancroft, NE)","(Bancroft, NE)","QB, FS",8,0.7,0,12
2019,"defense,interceptions",93,Bj Mizulo,Junior,Adair (OK),(OK),"WR, FS",8,0.7,72,12
2019,"defense,interceptions",94,Emmanuel Forbes jr,Senior,Grenada (MS),(MS),"CB, WR",8,0.7,148,12
2019,"defense,interceptions",95,Izaiah Moten,Senior,"Pine View (St. George, UT)","(St. George, UT)","WR, FS",8,0.7,,12
2019,"defense,interceptions",96,Michael Dunagan,Junior,Atkins (AR),(AR),"WR, DB",8,0.7,82,12
2019,"defense,interceptions",97,Christopher Holliday,Senior,"Jordan (Durham, NC)","(Durham, NC)","CB, WR",8,0.7,267,12
2019,"defense,interceptions",98,Javone Williams,Senior,"Thompson (Alabaster, AL)","(Alabaster, AL)",CB,8,0.7,237,12
2019,"defense,interceptions",99,Diego Villareal,Senior,"McAllen Memorial (McAllen, TX)","(McAllen, TX)","CB, WR",8,0.7,140,12
2019,"defense,interceptions",100,Colton Bass,Sophomore,Adrian (MO),(MO),"QB, CB",8,0.7,188,12
2019,"defense,interceptions",101,Colton Bass,Sophomore,Adrian (MO),(MO),"QB, CB",8,0.7,188,12
2019,"defense,interceptions",102,Will Clemens,Junior,"Resurrection Catholic (Pascagoula, MS)","(Pascagoula, MS)","RB, DB",8,0.7,122,12
2019,"defense,interceptions",103,Nathan Sedgwick,Senior,"La Salle (Union Gap, WA)","(Union Gap, WA)","WR, CB",8,0.7,126,12
2019,"defense,interceptions",104,Reid Gerig,Junior,"Heritage Christian (Indianapolis, IN)","(Indianapolis, IN)","WR, FS",8,0.6,,13
2019,"defense,interceptions",105,Will Fitzhugh,Senior,"Ouachita Christian (Monroe, LA)","(Monroe, LA)","RB, DB",8,0.6,131,13
2019,"defense,interceptions",106,Zarrion Robinson,Junior,"Madison County (Madison, FL)","(Madison, FL)","FS, WR",8,0.6,,13
2019,"defense,interceptions",107,Mondrel Boykins,Senior,"Rosa Fort (Tunica, MS)","(Tunica, MS)","S, FS",8,0.6,346,13
2019,"defense,interceptions",108,Wetu Kalomo,Junior,"Northwest (Wichita, KS)","(Wichita, KS)","WR, CB",8,0.6,,13
2019,"defense,interceptions",109,Tyler Parks,Senior,"Simon Kenton (Independence, KY)","(Independence, KY)",FS,8,0.6,99,13
2019,"defense,interceptions",110,Kannon Gibson,Junior,"Mariposa County (Mariposa, CA)","(Mariposa, CA)","DB, WR",8,0.6,133,13
2019,"defense,interceptions",111,Tyrece Mills,Senior,"Northeast (Philadelphia, PA)","(Philadelphia, PA)","SS, WR",8,0.6,190,13
2019,"defense,interceptions",112,Grady Liddell,Senior,Camarillo (CA),(CA),"SS, OLB",8,0.6,177,13
2019,"defense,interceptions",113,Rylan Cole,Junior,"Mt. Vernon (Fortville, IN)","(Fortville, IN)","RB, FS",8,0.6,159,14
2019,"defense,interceptions",114,Andrew Mcdonald,Senior,"Corner Canyon (Draper, UT)","(Draper, UT)",DB,8,0.6,149,14
2019,"defense,interceptions",115,Emeka Egbuka,Junior,Steilacoom (WA),(WA),"WR, DB",8,0.6,256,14
2019,"defense,interceptions",116,Aaron Bearss,Senior,"Pewamo-Westphalia (Pewamo, MI)","(Pewamo, MI)","WR, FS",8,0.6,,14
2019,"defense,interceptions",117,Nate Ritchie,Senior,"Lone Peak (Highland, UT)","(Highland, UT)","FS, K",8,0.6,151,14
2019,"defense,interceptions",118,Cole Sigler,Senior,"Heritage Hills (Lincoln City, IN)","(Lincoln City, IN)","QB, CB",8,0.6,145,14
2019,"defense,interceptions",119,Byron Pearson,Senior,Oxford (MS),(MS),DB,8,0.5,59,15
2019,"defense,interceptions",120,Brad Batiste,Senior,St. James (LA),(LA),"CB, FS",8,0.5,83,15
2019,"defense,interceptions",121,Malik Sherrod,Senior,"Pacifica (Oxnard, CA)","(Oxnard, CA)","RB, FS",8,0.5,187,15
2019,"defense,interceptions",122,Harrison Morgan,Senior,"Wren (Piedmont, SC)","(Piedmont, SC)",DB,8,0.5,82,15
2019,"defense,interceptions",123,Cortez Stoudemire,Senior,"Western Boone (Thorntown, IN)","(Thorntown, IN)",,8,0.5,201,15
2019,"defense,interceptions",124,Bryce Cline,Senior,Winlock (WA),(WA),"QB, FS",7,0.7,203,10
2019,"defense,interceptions",125,Nate Raymond,Senior,North Branford (CT),(CT),"CB, WR",7,0.7,101,10
2019,"defense,interceptions",126,Cody Willoughby,Senior,"Pinellas Park (Largo, FL)","(Largo, FL)","FS, SS",7,0.7,118,10
2019,"defense,interceptions",127,Keon Grimes,Senior,Elmwood Park (IL),(IL),"WR, CB",7,0.7,,10
2019,"defense,interceptions",128,Xavier Armstrong,Junior,"Hillside (Durham, NC)","(Durham, NC)",CB,7,0.7,0,10
2019,"defense,interceptions",129,Tracy Hill,Senior,"Clarke Central (Athens, GA)","(Athens, GA)","WR, CB",7,0.7,,10
2019,"defense,interceptions",130,Jamen Louris,Junior,"Eastside (Taylors, SC)","(Taylors, SC)","CB, ATH",7,0.7,36,10
2019,"defense,interceptions",131,Tim Rogers-Neal,Senior,Carrboro (NC),(NC),"WR, FS",7,0.7,64,10
2019,"defense,interceptions",132,Jaxson Gebhardt,Junior,"Southeast of Saline (Gypsum, KS)","(Gypsum, KS)","QB, FS",7,0.7,94,10
2019,"defense,interceptions",133,Aj Horning,Sophomore,"Trinity Classical Academy (Valencia, CA)","(Valencia, CA)","WR, DB",7,0.7,76,10
2019,"defense,interceptions",134,Zeke Greene,Junior,"Saddleback Valley Christian (San Juan Capistrano, CA)","(San Juan Capistrano, CA)",,7,0.7,69,10
2019,"defense,interceptions",135,Jaquan Mcduffy,Senior,"Lincoln (Jersey City, NJ)","(Jersey City, NJ)","WR, SS",7,0.7,64,10
2019,"defense,interceptions",136,Aubrey Runkle,Sophomore,Wilburton (OK),(OK),"WR, DB",7,0.7,110,10
2019,"defense,interceptions",137,Jackson Tantleff,Senior,"Bernards (Bernardsville, NJ)","(Bernardsville, NJ)","WR, CB",7,0.7,66,10
2019,"defense,interceptions",138,Luke Rotenberg,Sophomore,"Brentwood School (Los Angeles, CA)","(Los Angeles, CA)",CB,7,0.7,147,10
2019,"defense,interceptions",139,Quinn Miller,Junior,"Richland County (Olney, IL)","(Olney, IL)","WR, CB",7,0.7,0,10
2019,"defense,interceptions",140,Leo Fernandez,Senior,Shafter (CA),(CA),"WR, FS",7,0.7,169,10
2019,"defense,interceptions",141,Ben Slatcoff,Senior,Chesterton (IN),(IN),"WR, FS",7,0.7,77,10
2019,"defense,interceptions",143,Tj Spain,Senior,"Millbrook (Winchester, VA)","(Winchester, VA)","WR, FS",7,0.7,0,10
2019,"defense,interceptions",144,Andrew Schouw,Senior,"Segerstrom (Santa Ana, CA)","(Santa Ana, CA)","WR, CB",7,0.7,,10
2019,"defense,interceptions",145,Isaiah Wolf,Sophomore,"Osceola Grace Eagles (Osceola, IN)","(Osceola, IN)",,7,0.7,69,10
2019,"defense,interceptions",146,Levi Mcaffee,Junior,"Robinson (Tampa, FL)","(Tampa, FL)","WR, CB",7,0.7,5,10
2019,"defense,interceptions",147,Zachary Hart,Senior,"Granville Central (Stem, NC)","(Stem, NC)","CB, RB",7,0.7,25,10
2019,"defense,interceptions",148,Stephen Payne,Senior,"Charlotte Country Day School (Charlotte, NC)","(Charlotte, NC)","CB, WR",7,0.7,202,10
2019,"defense,interceptions",149,Jace Bellah,Sophomore,"Pueblo South (Pueblo, CO)","(Pueblo, CO)",QB,7,0.7,55,10
2019,"defense,interceptions",150,Anthony Martin,Junior,"Ballou (Washington, DC)","(Washington, DC)",WR,7,0.7,277,10
2018,"defense,interceptions",51,Cam Cochran,Senior,"Fellowship Christian (Roswell, GA)","(Roswell, GA)","WR, OLB",9,0.8,33,12
2018,"defense,interceptions",52,Trent Bartlett,Junior,"Wesleyan (Norcross, GA)","(Norcross, GA)","WR, DB",9,0.8,110,12
2018,"defense,interceptions",53,Jhadi Harjo,Senior,Idabel (OK),(OK),"FS, WR",9,0.8,115,12
2018,"defense,interceptions",54,Chris Aguilar,Senior,"Phoenix Christian (Phoenix, AZ)","(Phoenix, AZ)","LB, LB",9,0.7,,13
2018,"defense,interceptions",55,Davin Wilson,Senior,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)",FS,9,0.7,71,13
2018,"defense,interceptions",56,Tyler Mcgrath,Junior,"Tri-Valley (Hegins, PA)","(Hegins, PA)","SE, DB",9,0.7,117,13
2018,"defense,interceptions",57,Colby Huerter,Sophomore,"Tompkins (Katy, TX)","(Katy, TX)","SS, WR",9,0.7,31,13
2018,"defense,interceptions",58,Noah Blair,Junior,"Christ Prep Academy (Lenexa, KS)","(Lenexa, KS)","QB, CB",9,0.7,198,13
2018,"defense,interceptions",59,Keyon Shannon,Senior,"Haltom (Haltom City, TX)","(Haltom City, TX)","FS, SS",9,0.7,91,13
2018,"defense,interceptions",60,Braeden Cox,Senior,Sabetha (KS),(KS),"K, WR",9,0.7,,13
2018,"defense,interceptions",61,Jaedon Stoshak,Senior,"University Christian (Jacksonville, FL)","(Jacksonville, FL)","WR, FS",9,0.7,55,13
2018,"defense,interceptions",62,Hector Magana,Sophomore,Woodlake (CA),(CA),"WR, CB",9,0.7,2,13
2018,"defense,interceptions",63,Kaden Dudley,Sophomore,"Palmer Ridge (Monument, CO)","(Monument, CO)",WR,9,0.7,73,13
2018,"defense,interceptions",64,Warren Stotesbury,Senior,"A.C. Reynolds (Asheville, NC)","(Asheville, NC)","CB, FS",9,0.7,185,13
2018,"defense,interceptions",65,Jaden Voisin,Senior,Crestview (FL),(FL),"WR, CB",9,0.7,208,13
2018,"defense,interceptions",66,Dt Sheffield,Junior,Corinth (MS),(MS),"QB, DB",9,0.6,155,14
2018,"defense,interceptions",67,Caleb Hester,Junior,"Eastern Alamance (Mebane, NC)","(Mebane, NC)",,9,0.6,116,14
2018,"defense,interceptions",68,Malcolm Depriest Jr.,Senior,"Evansville Central (Evansville, IN)","(Evansville, IN)","FS, WR",9,0.6,,15
2018,"defense,interceptions",69,Brady Miller,Sophomore,"Cooper (Abilene, TX)","(Abilene, TX)",LB,8,1.3,163,6
2018,"defense,interceptions",70,Markus Martinez,Junior,Marysville (CA),(CA),"WR, CB",8,1.1,,7
2018,"defense,interceptions",71,Lucas Martinez,Senior,"Hope Christian (Albuquerque, NM)","(Albuquerque, NM)","CB, WR",8,1.1,31,7
2018,"defense,interceptions",72,Austin Beck,Junior,"Canton Central Catholic (Canton, OH)","(Canton, OH)",,8,1.1,34,7
2018,"defense,interceptions",73,Eduardo Fausto ramos iii,Senior,Porterville (CA),(CA),FS,8,1.0,102,8
2018,"defense,interceptions",74,Robert Lawson,Senior,Riesel (TX),(TX),"C, WR",8,1.0,0,8
2018,"defense,interceptions",76,Connor Thomason,Senior,"Mahomet-Seymour (Mahomet, IL)","(Mahomet, IL)",WR,8,0.9,111,9
2018,"defense,interceptions",77,Daylon Duncan,Junior,"Kenwood (Baltimore, MD)","(Baltimore, MD)","ATH, DB",8,0.9,226,9
2018,"defense,interceptions",78,Liam Murphy,Senior,"Platte Canyon (Bailey, CO)","(Bailey, CO)","QB, FS",8,0.9,121,9
2018,"defense,interceptions",79,Damian Ramos,Sophomore,Lamar (CO),(CO),"QB, CB",8,0.9,,9
2018,"defense,interceptions",80,Quae Shorty,Sophomore,Independence (MS),(MS),"RB, SS",8,0.9,150,9
2018,"defense,interceptions",81,Tyler Robinson,Senior,Cedar City (UT),(UT),"FS, SB",8,0.9,41,9
2018,"defense,interceptions",82,Jack Farmer,Junior,"Bishop Machebeuf (Denver, CO)","(Denver, CO)","WR, DB",8,0.9,234,9
2018,"defense,interceptions",83,Nick Montgomery,Senior,"Southeast of Saline (Gypsum, KS)","(Gypsum, KS)","WR, CB",8,0.8,32,10
2018,"defense,interceptions",84,Brady Browning,Sophomore,"Aucilla Christian (Monticello, FL)","(Monticello, FL)","QB, FS",8,0.8,166,10
2018,"defense,interceptions",85,Jacob Leigh,Senior,"Victoria East (Victoria, TX)","(Victoria, TX)","CB, WR",8,0.8,,10
2018,"defense,interceptions",86,Joe Jamison,Senior,"Canisius (Buffalo, NY)","(Buffalo, NY)","RB, OLB",8,0.8,269,10
2018,"defense,interceptions",87,Haydn Sandstrom,Senior,"Timpanogos (Orem, UT)","(Orem, UT)","WR, FS",8,0.8,32,10
2018,"defense,interceptions",88,Roydarrius Byrd,Junior,Mansfield (LA),(LA),"CB, RB",8,0.8,50,10
2018,"defense,interceptions",89,Nick Johnson,Senior,"The Webb Schools (Claremont, CA)","(Claremont, CA)",ATH,8,0.8,269,10
2018,"defense,interceptions",90,Chris Thompson,Senior,Carrboro (NC),(NC),"FS, WR",8,0.8,105,10
2018,"defense,interceptions",91,Sean Mccormick,Senior,"Churchill County (Fallon, NV)","(Fallon, NV)","WR, FS",8,0.8,141,10
2018,"defense,interceptions",92,Devron Harper,Senior,"Heritage (Conyers, GA)","(Conyers, GA)","WR, CB",8,0.8,212,10
2018,"defense,interceptions",93,Felix Vasquez,Senior,"Goldwater (Phoenix, AZ)","(Phoenix, AZ)","WR, CB",8,0.8,,10
2018,"defense,interceptions",94,Tanner Walls,Senior,"Lincoln County (Hamlin, WV)","(Hamlin, WV)","WR, CB",8,0.8,110,10
2018,"defense,interceptions",95,Jackson Sadler,Senior,Mitchell (SD),(SD),,8,0.8,132,10
2018,"defense,interceptions",96,Mason Hill,Senior,Oliver Springs (TN),(TN),"FS, SB",8,0.7,204,11
2018,"defense,interceptions",97,Hudson Clark,Senior,"Highland Park (Dallas, TX)","(Dallas, TX)","CB, K",8,0.7,65,11
2018,"defense,interceptions",98,Jose Olivo,Senior,Knightstown (IN),(IN),"QB, FS",8,0.7,252,11
2018,"defense,interceptions",99,Jordan Burrell,Junior,"Tulare Western (Tulare, CA)","(Tulare, CA)","CB, WR",8,0.7,133,11
2018,"defense,interceptions",100,Dawson Flowers,Senior,"Brookhaven Academy (Brookhaven, MS)","(Brookhaven, MS)","QB, DB",8,0.7,,11
2018,"defense,interceptions",451,Ismael Tafoya,Senior,Raton (NM),(NM),"WR, OLB",6,0.6,0,10
2018,"defense,interceptions",452,Logan Collier,Senior,"Mount Juliet Christian Academy (Mt. Juliet, TN)","(Mt. Juliet, TN)","WR, CB",6,0.6,43,10
2018,"defense,interceptions",453,Jacob Lopez,Senior,San Elizario (TX),(TX),"QB, SS",6,0.6,24,10
2018,"defense,interceptions",454,Micah Williams,Sophomore,"Smoky Hill (Aurora, CO)","(Aurora, CO)",,6,0.6,,10
2018,"defense,interceptions",455,David Gonzalez,Senior,El Paso (TX),(TX),"WR, SS",6,0.6,,10
2018,"defense,interceptions",456,Darrin Boston,Sophomore,"Lamar Consolidated (Rosenberg, TX)","(Rosenberg, TX)","CB, WR",6,0.6,,10
2018,"defense,interceptions",457,Nick Wheaton,Senior,Centralia (MO),(MO),"WR, LB",6,0.6,25,10
2018,"defense,interceptions",458,Dawson Mayfield,Senior,"Desert Hills (St. George, UT)","(St. George, UT)","SS, OLB",6,0.6,,10
2018,"defense,interceptions",459,Brandon Silva,Senior,Three Rivers (TX),(TX),RB,6,0.6,155,10
2018,"defense,interceptions",460,Steven Grysko,Senior,Grass Lake (MI),(MI),"WR, CB",6,0.6,100,10
2018,"defense,interceptions",461,Ryan Gurney,Senior,"Whitman (Bethesda, MD)","(Bethesda, MD)","WR, DB",6,0.6,145,10
2018,"defense,interceptions",462,Cole Shergi,Sophomore,Burgettstown (PA),(PA),"WR, FS",6,0.6,96,10
2018,"defense,interceptions",463,Chase Ivancic,Junior,"Berea-Midpark (Berea, OH)","(Berea, OH)","QB, FS",6,0.6,94,10
2018,"defense,interceptions",464,Tommy Legardye,Senior,Los Angeles (CA),(CA),"WR, DB",6,0.6,105,10
2018,"defense,interceptions",465,Sebastian Velasco,Senior,Alhambra (CA),(CA),"WR, DB",6,0.6,97,10
2018,"defense,interceptions",466,Blake Hofheins,Senior,"Salem Hills (Salem, UT)","(Salem, UT)","WR, SS",6,0.6,96,10
2018,"defense,interceptions",467,Kenneth Eleaby,Senior,"East Lee County (Lehigh Acres, FL)","(Lehigh Acres, FL)","RB, CB",6,0.6,30,10
2018,"defense,interceptions",468,Riley Speed,Senior,"Franklin Road Academy (Nashville, TN)","(Nashville, TN)","CB, WR",6,0.6,148,10
2018,"defense,interceptions",469,Trey Lubin,Sophomore,"Timber Creek (Orlando, FL)","(Orlando, FL)",FS,6,0.6,,10
2018,"defense,interceptions",470,Zae Baines,Junior,"North Cross (Roanoke, VA)","(Roanoke, VA)","WR, CB",6,0.6,97,10
2018,"defense,interceptions",471,Davione Keith,Junior,"Glenn (Norwalk, CA)","(Norwalk, CA)","DB, KR",6,0.6,22,10
2018,"defense,interceptions",472,Cj Cianflone,Junior,"ATI [Abbott RVT/Immaculate] (Danbury, CT)","(Danbury, CT)","QB, CB",6,0.6,45,10
2018,"defense,interceptions",473,Nicolas Lopez,Junior,"Garces Memorial (Bakersfield, CA)","(Bakersfield, CA)",CB,6,0.6,27,10
2018,"defense,interceptions",474,Damon Gripp,Sophomore,Tyrone (PA),(PA),"WR, CB",6,0.6,,10
2018,"defense,interceptions",475,Isaiah Holloway,Senior,"Alexander (Douglasville, GA)","(Douglasville, GA)","CB, FS",6,0.6,17,10
2018,"defense,interceptions",476,Owen Lunsford,Senior,"South Dearborn (Aurora, IN)","(Aurora, IN)","FS, SS",6,0.6,126,10
2018,"defense,interceptions",477,Isaiah York,Senior,"Bullard-Havens (Bridgeport, CT)","(Bridgeport, CT)","WR, FS",6,0.6,3,10
2018,"defense,interceptions",478,Jai Haynes,Senior,"Olathe South (Olathe, KS)","(Olathe, KS)","CB, RB",6,0.6,,10
2018,"defense,interceptions",479,Justin Kersey-casillas,Junior,La Quinta (CA),(CA),"FS, WR",6,0.6,,10
2018,"defense,interceptions",480,Matthew Wisher,Junior,"North DeSoto (Stonewall, LA)","(Stonewall, LA)","FS, OLB",6,0.6,84,10
2018,"defense,interceptions",481,Kale Hoselton,Junior,"St. Michael-Albertville (Albertville, MN)","(Albertville, MN)",LB,6,0.6,97,10
2018,"defense,interceptions",482,Dequanteous Watts,Senior,"Jackson (Atlanta, GA)","(Atlanta, GA)","CB, WR",6,0.5,192,11
2018,"defense,interceptions",483,Wyatt Rohmer,Senior,"Fossil Ridge (Keller, TX)","(Keller, TX)",CB,6,0.5,38,11
2018,"defense,interceptions",484,Derek Peoples jr.,Senior,Baker (FL),(FL),"SB, CB",6,0.5,127,11
2018,"defense,interceptions",485,Larry Williams,Senior,"Southern Alamance (Graham, NC)","(Graham, NC)","CB, RB",6,0.5,165,11
2018,"defense,interceptions",486,Jacob Pritchard,Senior,"North Central (Farmersburg, IN)","(Farmersburg, IN)","RB, FS",6,0.5,81,11
2018,"defense,interceptions",487,Daquan Johnson,Junior,Parsons (KS),(KS),WR,6,0.5,187,11
2018,"defense,interceptions",488,Octavius Jones,Senior,"Crossland (Temple Hills, MD)","(Temple Hills, MD)","WR, CB",6,0.5,114,11
2018,"defense,interceptions",489,Vince Quezada,Senior,"Hope Christian (Albuquerque, NM)","(Albuquerque, NM)","K, QB",6,0.5,139,11
2018,"defense,interceptions",490,Grant Bell,Sophomore,Sullivan (IN),(IN),"WR, CB",6,0.5,127,11
2018,"defense,interceptions",491,Carlos Garcia,Junior,Mount Vernon (WA),(WA),WR,6,0.5,47,11
2018,"defense,interceptions",492,Bryant Johnson,Senior,West Mifflin (PA),(PA),"WR, CB",6,0.5,4,11
2018,"defense,interceptions",493,Tristen Rose,Senior,"Forsyth Central (Cumming, GA)","(Cumming, GA)",DB,6,0.5,,11
2018,"defense,interceptions",494,Kalvin Bowen,Senior,Idaho Falls (ID),(ID),"WR, CB",6,0.5,0,11
2018,"defense,interceptions",495,Jett Black,Senior,Hobbs (NM),(NM),"CB, WR",6,0.5,0,11
2018,"defense,interceptions",496,Dakota Gabbert,Junior,Meeker (OK),(OK),"OLB, RB",6,0.5,45,11
2018,"defense,interceptions",497,Bo Odom,Junior,Wynnewood (OK),(OK),"SB, SS",6,0.5,,11
2018,"defense,interceptions",498,Zach Rupp,Senior,"Upper Dauphin Area (Elizabethville, PA)","(Elizabethville, PA)","WR, CB",6,0.5,140,11
2018,"defense,interceptions",499,Jesse Meza,Junior,Yucca Valley (CA),(CA),"WR, OLB",6,0.5,96,11
2018,"defense,interceptions",500,Jordan Dasher,Senior,Carey (OH),(OH),"CB, SB",6,0.5,64,11
2018,"defense,interceptions",101,Jackson Yates,Senior,"Holy Ground Baptist Academy (Roopville, GA)","(Roopville, GA)","QB, CB",8,0.7,115,11
2018,"defense,interceptions",102,John Diaz,Junior,"Boswell (Fort Worth, TX)","(Fort Worth, TX)",CB,8,0.7,191,11
2018,"defense,interceptions",103,Damion Wright,Senior,"Sahuaro (Tucson, AZ)","(Tucson, AZ)","WR, FS",8,0.7,,11
2018,"defense,interceptions",104,Darius Poythress,Senior,"Pebblebrook (Mableton, GA)","(Mableton, GA)","OLB, SS",8,0.7,,11
2018,"defense,interceptions",105,Hudson Clark,Senior,"Highland Park (Dallas, TX)","(Dallas, TX)","CB, K",8,0.7,65,11
2018,"defense,interceptions",106,Dawson Flowers,Senior,"Brookhaven Academy (Brookhaven, MS)","(Brookhaven, MS)","QB, DB",8,0.7,,11
2018,"defense,interceptions",107,Sergio Guerra,Sophomore,San Diego (TX),(TX),,8,0.7,113,11
2018,"defense,interceptions",108,Richard Haro,Junior,"Wilson (Los Angeles, CA)","(Los Angeles, CA)","WR, C",8,0.7,,11
2018,"defense,interceptions",109,Josh Gross,Junior,"West Noble (Ligonier, IN)","(Ligonier, IN)","SS, WB",8,0.7,157,11
2018,"defense,interceptions",110,Payton Moore,Senior,Princeton (IL),(IL),"WR, FS",8,0.7,51,11
2018,"defense,interceptions",111,Jacob Mcilroy,Senior,Palm Desert (CA),(CA),"K, C",8,0.7,72,12
2018,"defense,interceptions",112,Cameron Stevenson,Senior,"Coronado (Lubbock, TX)","(Lubbock, TX)","WR, FS",8,0.7,185,12
2018,"defense,interceptions",113,Emeka Egbuka,Sophomore,Steilacoom (WA),(WA),"WR, FS",8,0.7,109,12
2018,"defense,interceptions",114,Jackson Eskew,Junior,"Friendship Christian (Lebanon, TN)","(Lebanon, TN)","WR, CB",8,0.7,94,12
2018,"defense,interceptions",115,Jackson Forbes,Senior,"Vanden (Fairfield, CA)","(Fairfield, CA)","DB, WR",8,0.7,149,12
2018,"defense,interceptions",116,Ethan Pouncey,Junior,Winter Park (FL),(FL),"CB, WR",8,0.7,151,12
2018,"defense,interceptions",117,Jacquez Hughes,Sophomore,"Jefferson County (Monticello, FL)","(Monticello, FL)","ATH, FS",8,0.7,125,12
2018,"defense,interceptions",118,Keonte Cherry,Senior,"West Mecklenburg (Charlotte, NC)","(Charlotte, NC)","CB, FS",8,0.7,314,12
2018,"defense,interceptions",119,Jace Buck,Sophomore,Durham (CA),(CA),"WR, QB",8,0.7,104,12
2018,"defense,interceptions",120,Jordan Finnesy,Junior,Plainville (KS),(KS),"QB, CB",8,0.7,,12
2018,"defense,interceptions",121,Trey Ward,Junior,"Mead (Longmont, CO)","(Longmont, CO)","QB, FS",8,0.7,133,12
2018,"defense,interceptions",122,Jakobe Harris,Senior,"Southwest Guilford (High Point, NC)","(High Point, NC)","DB, WR",8,0.7,,12
2018,"defense,interceptions",123,Matt Mikulka,Junior,"Manheim Township (Lancaster, PA)","(Lancaster, PA)","WR, DB",8,0.7,151,12
2018,"defense,interceptions",124,Anthony Bonilla,Junior,Eastland (TX),(TX),"WR, SS",8,0.7,12,12
2018,"defense,interceptions",125,Jykeis Mclean,Junior,Goldsboro (NC),(NC),"WR, DB",8,0.7,224,12
2018,"defense,interceptions",126,Jacobee Bryant,Junior,"Hillcrest (Evergreen, AL)","(Evergreen, AL)","CB, WR",8,0.7,279,12
2018,"defense,interceptions",127,Terrien Collins,Junior,Jasper (TX),(TX),"WR, CB",8,0.7,,12
2018,"defense,interceptions",128,Darique Williams,Senior,"Montgomery County (Mt. Vernon, GA)","(Mt. Vernon, GA)","CB, WR",8,0.7,245,12
2018,"defense,interceptions",129,Gavin Dobson,Senior,"Fall River (McArthur, CA)","(McArthur, CA)","QB, DB",8,0.7,53,12
2018,"defense,interceptions",130,Thomas Whitehead,Senior,"Manual Arts (Los Angeles, CA)","(Los Angeles, CA)","DB, WR",8,0.7,125,12
2018,"defense,interceptions",131,Trevor Antonson,Senior,Wilsonville (OR),(OR),"CB, WR",8,0.6,144,13
2018,"defense,interceptions",132,Nikko Reed,Sophomore,"Moreau Catholic (Hayward, CA)","(Hayward, CA)",WR,8,0.6,160,13
2018,"defense,interceptions",133,Brett Winsor,Senior,Pratt (KS),(KS),"WR, FS",8,0.6,,13
2018,"defense,interceptions",134,Laderrick Neville,Senior,"Northern (Durham, NC)","(Durham, NC)",CB,8,0.6,26,13
2018,"defense,interceptions",135,Payton Hunter,Senior,"Stone Bridge (Ashburn, VA)","(Ashburn, VA)","CB, WR",8,0.6,198,13
2018,"defense,interceptions",136,Herbert Booker,Senior,Oak Ridge (TN),(TN),"QB, DB",8,0.6,358,13
2018,"defense,interceptions",137,Gabe Wescott,Senior,"Woodbridge (Bridgeville, DE)","(Bridgeville, DE)","WR, CB",8,0.6,,13
2018,"defense,interceptions",138,Maison Wright,Senior,"Stockdale (Bakersfield, CA)","(Bakersfield, CA)",CB,8,0.6,37,13
2018,"defense,interceptions",139,Kevin Burke,Senior,Wilsonville (OR),(OR),"WR, DB",8,0.6,193,13
2018,"defense,interceptions",140,Calvin Jones,Junior,"East Rutherford (Forest City, NC)","(Forest City, NC)","WR, S",8,0.6,224,13
