file_year,category,rank,name,year,high_school,city_state,position,receivingyards,receivingyardspergame,yardspercatch,receivingnum,receivinglong,receivingtdnum,gamesplayed
2020,"offense,receiving",468,Trey Goodman,Senior,Norcross (GA),(GA),"WR, QB",801,61.6,19.1,42,74,12,13
2020,"offense,receiving",469,Nolan Beeker,Junior,"Calvert (Tiffin, OH)","(Tiffin, OH)","WR, LB",801,114.4,16.0,50,58,6,7
2020,"offense,receiving",470,Desmond Nokes,Senior,"DeKalb County (Smithville, TN)","(Smithville, TN)","CB, WR",801,72.8,16.0,50,,10,11
2020,"offense,receiving",471,Ben Moseley,Senior,"Stratford (Houston, TX)","(Houston, TX)",WR,800,80.0,19.5,41,70,7,10
2020,"offense,receiving",472,Gavin Graham,Junior,Russellville (AR),(AR),"WR, QB",799,72.6,19.0,42,71,6,11
2020,"offense,receiving",473,Ryheem Smith,Senior,Stamford (TX),(TX),,799,79.9,16.3,49,70,11,10
2020,"offense,receiving",474,Jeremiah Robinson,Senior,Petal (MS),(MS),"QB, WR",799,79.9,16.0,50,,7,10
2020,"offense,receiving",475,Khal Stephen,Senior,"Seeger (West Lebanon, IN)","(West Lebanon, IN)",QB,799,72.6,15.4,52,40,11,11
2020,"offense,receiving",476,Gabe Clement,Senior,Columbus Grove (OH),(OH),"WR, CB",798,72.5,20.0,40,,10,11
2020,"offense,receiving",477,Matt Whysong,Junior,"Chestnut Ridge (New Paris, PA)","(New Paris, PA)","SB, QB",798,79.8,17.3,46,80,7,10
2020,"offense,receiving",478,Connor Pratt,Junior,Van Wert (OH),(OH),"WR, CB",798,66.5,16.3,49,68,4,12
2020,"offense,receiving",479,Camren Loar,Junior,Piketon (OH),(OH),WR,797,99.6,25.7,31,,4,8
2020,"offense,receiving",480,George Futch,Junior,"Savannah Christian (Savannah, GA)","(Savannah, GA)","WR, FS",797,72.5,17.0,47,91,12,11
2020,"offense,receiving",481,Griffin Kliewer,Senior,"Summit Christian Academy (Lee's Summit, MO)","(Lee's Summit, MO)","WR, CB",797,66.4,16.3,49,50,7,12
2020,"offense,receiving",482,Jackson Illingworth,Senior,Elysian Fields (TX),(TX),"ILB, WR",797,66.4,14.0,57,,8,12
2020,"offense,receiving",483,Marc Morrison,Senior,"Bishop Moore (Orlando, FL)","(Orlando, FL)",WR,795,88.3,23.4,34,79,10,9
2020,"offense,receiving",484,Tyler Lohmeyer,Junior,"Wabaunsee (Alma, KS)","(Alma, KS)",,795,88.3,20.9,38,67,8,9
2020,"offense,receiving",485,Mason Ford,Sophomore,Coweta (OK),(OK),"TB, DB",795,79.5,19.4,41,99,7,10
2020,"offense,receiving",486,Kojo Antwi,Junior,"Lambert (Suwanee, GA)","(Suwanee, GA)","WR, CB",795,79.5,18.1,44,89,9,10
2020,"offense,receiving",487,Josiah Honaker,Senior,Princeton (WV),(WV),"DB, WR",794,88.2,24.8,32,94,11,9
2020,"offense,receiving",488,Ben Gair,Senior,Grapevine (TX),(TX),WR,794,66.2,12.8,62,36,13,12
2020,"offense,receiving",489,Tae Gayden,Senior,Mangham (LA),(LA),"WR, CB",793,66.1,29.4,27,71,13,12
2020,"offense,receiving",490,Reed Johnson,Senior,"Salem Hills (Salem, UT)","(Salem, UT)","WR, FS",792,66.0,18.0,44,64,11,12
2020,"offense,receiving",491,Ashten Schmaderer,Senior,Bennington (NE),(NE),"WR, LB",792,72.0,18.0,44,87,5,11
2020,"offense,receiving",492,Matthew Hayes,Junior,"Nordonia (Macedonia, OH)","(Macedonia, OH)","WR, CB",790,71.8,23.9,33,67,8,11
2020,"offense,receiving",493,Zion Steptoe,Junior,"Memorial (Frisco, TX)","(Frisco, TX)",WR,790,112.9,21.4,37,53,8,7
2020,"offense,receiving",494,Kelvi Rice,Senior,"Davidson Academy (Nashville, TN)","(Nashville, TN)",,790,60.8,19.3,41,73,10,13
2020,"offense,receiving",495,Bryson Ramage,Senior,Olton (TX),(TX),"WR, CB",790,87.8,17.6,45,55,6,9
2020,"offense,receiving",496,Daveon Walker,Junior,Warner Robins (GA),(GA),"WR, SS",790,60.8,16.1,49,56,7,13
2020,"offense,receiving",497,Maleek Wooten,Senior,"Jones County (Gray, GA)","(Gray, GA)",WR,790,60.8,15.5,51,81,10,13
2020,"offense,receiving",498,Isaiah Lattimore,Junior,"Westminster Christian (Huntsville, AL)","(Huntsville, AL)","WR, SS",790,79.0,14.1,56,,11,10
2020,"offense,receiving",499,Caedmon Parker,Senior,"The Woodlands Christian Academy (The Woodlands, TX)","(The Woodlands, TX)","WR, CB",789,112.7,23.2,34,85,14,7
2020,"offense,receiving",500,Johnny Bellino,Junior,"American Leadership Academy - Gilbert North (Gilbert, AZ)","(Gilbert, AZ)","WR, DB",789,78.9,18.3,43,63,8,10
2020,"offense,receiving",1,Noah Kjar,Senior,"Corner Canyon (Draper, UT)","(Draper, UT)","WR, OLB",1918,137.0,19.8,97,77,22,14
2020,"offense,receiving",2,Lonnie Adkism,Sophomore,"Miller (Corpus Christi, TX)","(Corpus Christi, TX)",WR,1749,124.9,19.9,88,75,20,14
2020,"offense,receiving",3,Travis Hunter,Junior,"Collins Hill (Suwanee, GA)","(Suwanee, GA)","CB, WR",1746,116.4,12.7,137,54,24,15
2020,"offense,receiving",4,Dominique Mckenzie,Junior,"Pine View (St. George, UT)","(St. George, UT)",,1719,122.8,20.5,84,,18,14
2020,"offense,receiving",5,Conner Eulenfeld,Senior,Orange Grove (TX),(TX),"ATH, WR",1658,150.7,16.9,98,65,17,11
2020,"offense,receiving",6,Eric Mcalister Jr.,Senior,Azle (TX),(TX),WR,1631,135.9,21.7,75,75,21,12
2020,"offense,receiving",7,Adriel Clark,Senior,"Rabun County (Tiger, GA)","(Tiger, GA)",WR,1558,111.3,21.3,73,76,28,14
2020,"offense,receiving",8,Jordan Wallace,Senior,"Calvary Baptist Academy (Shreveport, LA)","(Shreveport, LA)","WR, K",1539,139.9,28.0,55,,17,11
2020,"offense,receiving",9,Luke Armendariz,Senior,Andrews (TX),(TX),"WR, CB",1509,137.2,21.3,71,76,20,11
2020,"offense,receiving",10,Eli Martinez,Senior,"Coronado (Lubbock, TX)","(Lubbock, TX)",WR,1471,122.6,17.1,86,82,21,12
2020,"offense,receiving",11,David Spjut,Senior,"Davis (Kaysville, UT)","(Kaysville, UT)","WR, DB",1444,120.3,20.1,72,84,11,12
2020,"offense,receiving",12,D'andre Randolph,Senior,"Alta (Sandy, UT)","(Sandy, UT)","WR, CB",1442,120.2,21.5,67,97,15,12
2020,"offense,receiving",13,Adraean Lloyd,Senior,"Miller (Corpus Christi, TX)","(Corpus Christi, TX)","WR, FS",1433,102.4,19.9,72,86,14,14
2020,"offense,receiving",14,Hayden Schrader,Senior,Bryant (AR),(AR),"TE, WR",1424,118.7,20.9,68,86,20,12
2020,"offense,receiving",15,Keshawn Scott,Senior,"Rivercrest (Wilson, AR)","(Wilson, AR)","RB, DE",1423,101.6,19.8,72,78,19,14
2020,"offense,receiving",16,Cameron O'banan,Senior,Dripping Springs (TX),(TX),"QB, WR",1405,156.1,20.4,69,77,21,9
2020,"offense,receiving",17,Keaton Baker,Senior,"United (Hanoverton, OH)","(Hanoverton, OH)","CB, WR",1392,139.2,16.2,86,94,,10
2020,"offense,receiving",18,Myles Butler,Senior,"Montgomery Catholic (Montgomery, AL)","(Montgomery, AL)","WR, LS",1382,98.7,21.6,64,85,14,14
2020,"offense,receiving",19,Jayden Cornell,Senior,Kenton (OH),(OH),"WR, FS",1376,152.9,14.6,94,,11,9
2020,"offense,receiving",21,David Juarez,Senior,Decatur (TX),(TX),WR,1351,103.9,17.3,78,64,15,13
2020,"offense,receiving",22,Cade Roberts,Junior,"South Walton (Santa Rosa Beach, FL)","(Santa Rosa Beach, FL)",WR,1350,135.0,15.3,88,52,10,10
2020,"offense,receiving",24,Keymari Odum,Senior,"Ridge Community (Davenport, FL)","(Davenport, FL)","ATH, CB",1318,131.8,20.3,65,76,16,10
2020,"offense,receiving",25,Zac Dyer,Senior,"Prince Avenue Christian (Athens, GA)","(Athens, GA)","WR, FS",1318,94.1,20.0,66,,10,14
2020,"offense,receiving",26,Dj Allen,Junior,Gladewater (TX),(TX),"WR, DB",1316,131.6,22.3,59,89,17,10
2020,"offense,receiving",27,Ladd Ivins,Junior,"San Juan (Blanding, UT)","(Blanding, UT)",,1315,109.6,14.8,89,64,10,12
2020,"offense,receiving",28,Pierce Browning,Sophomore,"Grace Christian Academy (Knoxville, TN)","(Knoxville, TN)","WR, DB",1314,119.5,14.4,91,56,9,11
2020,"offense,receiving",29,Jay Fair,Junior,"Rockwall-Heath (Rockwall, TX)","(Rockwall, TX)",WR,1303,100.2,17.8,73,63,12,13
2020,"offense,receiving",30,Cole Kirkpatrick,Senior,Argyle (TX),(TX),"WR, FS",1301,86.7,18.9,69,13,17,15
2020,"offense,receiving",31,Titan Kilgore,Senior,"Summit Academy (Bluffdale, UT)","(Bluffdale, UT)","WR, FS",1297,108.1,21.6,60,87,16,12
2020,"offense,receiving",32,Kaydin Pope,Junior,"Hardin County (Savannah, TN)","(Savannah, TN)","DB, WR",1295,99.6,23.1,56,68,12,13
2020,"offense,receiving",33,Landon Samson,Junior,"Southlake Carroll (Southlake, TX)","(Southlake, TX)",WR,1293,92.4,17.2,75,66,15,14
2020,"offense,receiving",34,Brayden Collett,Senior,"Greenbrier (Evans, GA)","(Evans, GA)",WR,1288,117.1,19.5,66,77,21,11
2020,"offense,receiving",35,Parker Priddy,Senior,Godley (TX),(TX),,1288,107.3,17.6,73,51,10,12
2020,"offense,receiving",36,Jaylen Herman,Senior,Crosby (TX),(TX),WR,1286,80.4,18.9,68,68,15,16
2020,"offense,receiving",37,Cooper White,Senior,"Pulaski Academy (Little Rock, AR)","(Little Rock, AR)","WR, TE",1285,98.8,20.4,63,81,18,13
2020,"offense,receiving",38,Cooper Ezard,Senior,Camdenton (MO),(MO),"WR, WR",1281,116.5,11.8,109,30,15,11
2020,"offense,receiving",39,Ty Dugger,Senior,"Harding Academy (Searcy, AR)","(Searcy, AR)","WR, CB",1279,106.6,16.0,80,69,15,12
2020,"offense,receiving",40,Payton Mcclain,Senior,Eastland (TX),(TX),"WR, DE",1275,98.1,15.7,81,55,15,13
2020,"offense,receiving",41,Kannen Turley,Junior,Jackson (MO),(MO),WR,1273,90.9,20.2,63,,19,14
2020,"offense,receiving",42,Eli Jochem,Senior,"Pine-Richland (Gibsonia, PA)","(Gibsonia, PA)","WR, FS",1271,115.5,19.9,64,86,18,11
2020,"offense,receiving",43,Illonzo McGregor,Sophomore,"Chapel Hill (Tyler, TX)","(Tyler, TX)",,1266,105.5,22.6,56,,10,12
2020,"offense,receiving",44,Brody Glenn,Junior,"Fort Wayne Bishop Luers (Fort Wayne, IN)","(Fort Wayne, IN)","WR, DB",1265,97.3,19.5,65,81,16,13
2020,"offense,receiving",45,Jackson Young,Senior,"Geneva (Boerne, TX)","(Boerne, TX)","WR, FS",1264,126.4,19.4,65,72,11,10
2020,"offense,receiving",46,Mason  Gilkey,Junior,Pawhuska (OK),(OK),"WR, FS",1261,97.0,22.5,56,,26,13
2020,"offense,receiving",47,Tyler Yancey,Senior,Lindsay (TX),(TX),"WR, DB",1257,114.3,18.5,68,80,18,11
2020,"offense,receiving",49,Tyler Oberle,Senior,West Jefferson (OH),(OH),"WR, DB",1241,137.9,18.0,69,,15,9
2020,"offense,receiving",50,Dru Johnson,Senior,Van Wert (OH),(OH),"WR, CB",1237,103.1,22.5,55,96,16,12
2020,"offense,receiving",301,K.J. Liggins,Senior,Coppell (TX),(TX),"WR, CB",892,89.2,16.5,54,,13,10
2020,"offense,receiving",302,Braden Burleson,Senior,Brilliant (AL),(AL),"SB, RB",892,74.3,14.4,62,88,12,12
2020,"offense,receiving",303,Braden Thompson,Junior,Nebraska City (NE),(NE),"TE, MLB",891,111.4,19.0,47,,13,8
2020,"offense,receiving",304,Drew Coleman,Sophomore,Godley (TX),(TX),,891,81.0,19.0,47,40,11,11
2020,"offense,receiving",305,Zach Shepard,Senior,Sanger (TX),(TX),"WR, FS",891,89.1,18.6,48,56,8,10
2020,"offense,receiving",306,Andrew Patterson,Senior,"Desert Edge (Goodyear, AZ)","(Goodyear, AZ)",WR,891,99.0,16.8,53,80,10,9
2020,"offense,receiving",307,Jamal Haynes,Senior,"Grayson (Loganville, GA)","(Loganville, GA)","RB, WR",891,63.6,14.9,60,60,8,14
2020,"offense,receiving",308,Jadon Porter,Freshman,Lorena (TX),(TX),,890,80.9,20.2,44,62,7,11
2020,"offense,receiving",309,Jaxon Watts,Senior,Wimberley (TX),(TX),"WR, CB",890,63.6,18.2,49,11,8,14
2020,"offense,receiving",310,Jax Johnson,Senior,Rockwall (TX),(TX),WR,890,74.2,16.8,53,55,13,12
2020,"offense,receiving",311,Mason Grant,Junior,"Graves County (Mayfield, KY)","(Mayfield, KY)","WR, WR",888,80.7,20.2,44,74,6,11
2020,"offense,receiving",312,Jack Livingstone,Junior,"Pearce (Richardson, TX)","(Richardson, TX)",,888,80.7,18.1,49,73,10,11
2020,"offense,receiving",313,JJ Sargent,Senior,Logan (UT),(UT),"WR, DB",886,80.5,14.8,60,57,11,11
2020,"offense,receiving",314,Cash Walker,Senior,Argyle (TX),(TX),WR,885,59.0,27.7,32,70,13,15
2020,"offense,receiving",315,Zak Sedaros,Senior,Viera (FL),(FL),"FS, CB",885,98.3,22.7,39,94,8,9
2020,"offense,receiving",316,Andrew Morris,Junior,"Mesquite (Gilbert, AZ)","(Gilbert, AZ)",ATH,885,98.3,18.1,49,70,10,9
2020,"offense,receiving",317,Garrett Long,Senior,Adair (OK),(OK),"WR, SS",885,73.8,16.7,53,84,16,12
2020,"offense,receiving",318,Cutter Martin,Senior,Hamlin (TX),(TX),"WR, SS",885,80.5,15.5,57,,9,11
2020,"offense,receiving",319,Cole Lemons,Junior,Gunter (TX),(TX),"WR, CB",884,68.0,19.2,46,67,10,13
2020,"offense,receiving",320,Kaleb Hymes,Senior,"Clear Springs (League City, TX)","(League City, TX)","WR, RB",884,80.4,18.8,47,87,12,11
2020,"offense,receiving",321,Spencer Davidson,Senior,Minneapolis (KS),(KS),"T, DE",884,98.2,17.7,50,66,10,9
2020,"offense,receiving",322,Noah Thomas,Junior,"Clear Springs (League City, TX)","(League City, TX)",WR,883,88.3,22.1,40,72,7,10
2020,"offense,receiving",323,Delorenzo Dixon,Senior,"Tri-Cities (East Point, GA)","(East Point, GA)","ATH, WR",883,98.1,13.6,65,,9,9
2020,"offense,receiving",324,Rocky Washington,Senior,Forest (MS),(MS),"WR, FS",882,98.0,21.5,41,80,11,9
2020,"offense,receiving",325,Joshua Dallas,Junior,"Trinity Christian (Sharpsburg, GA)","(Sharpsburg, GA)","WR, S",882,73.5,15.8,56,80,5,12
2020,"offense,receiving",326,Daniel Calabrese,Senior,"Covenant Christian (Colleyville, TX)","(Colleyville, TX)","WR, CB",880,110.0,22.6,39,92,10,8
2020,"offense,receiving",327,Zach Swaney,Senior,Kenton (OH),(OH),"CB, WR",879,97.7,14.7,60,,9,9
2020,"offense,receiving",328,Anthony Wood,Junior,"Parke Heritage (Rockville, IN)","(Rockville, IN)","WR, S",877,109.6,23.1,38,92,11,8
2020,"offense,receiving",329,Jerrod Gentry,Senior,"Briarcrest Christian (Eads, TN)","(Eads, TN)","CB, WR",877,97.4,20.4,43,94,8,9
2020,"offense,receiving",330,Carsten Brewer,Junior,"Heritage (Frisco, TX)","(Frisco, TX)","WR, CB",877,87.7,20.4,43,72,14,10
2020,"offense,receiving",331,Devonte Ross,Senior,Cartersville (GA),(GA),"DB, WR",876,73.0,20.4,43,85,10,12
2020,"offense,receiving",332,Colin Cook,Sophomore,"Pope John Paul II (Hendersonville, TN)","(Hendersonville, TN)","WR, DB",876,87.6,16.5,53,73,10,10
2020,"offense,receiving",333,Gaven Hooper,Senior,Mena (AR),(AR),"B, S",876,87.6,15.9,55,,9,10
2020,"offense,receiving",334,Jaylen Ward,Junior,"Spain Park (Hoover, AL)","(Hoover, AL)",WR,876,87.6,11.8,74,,5,10
2020,"offense,receiving",335,Caleb McKinney,Senior,Lindsay (TX),(TX),"WR, DB",875,125.0,20.8,42,75,12,7
2020,"offense,receiving",337,Trevor Marshall,Senior,Gretna (NE),(NE),"RB, WR",875,109.4,16.2,54,79,10,8
2020,"offense,receiving",338,Dallin Orme,Senior,"South Fremont (St. Anthony, ID)","(St. Anthony, ID)","WR, FS",873,79.4,18.2,48,80,9,11
2020,"offense,receiving",339,Joseph Faubion,Senior,"Indianapolis Lutheran (Indianapolis, IN)","(Indianapolis, IN)","WR, CB",871,79.2,13.8,63,63,14,11
2020,"offense,receiving",340,Steele Haynes,Junior,"University School of Jackson (Jackson, TN)","(Jackson, TN)","RB, LB",871,79.2,13.6,64,74,9,11
2020,"offense,receiving",341,Connor Garrity,Senior,"Western Boone (Thorntown, IN)","(Thorntown, IN)","WR, OLB",870,58.0,18.1,48,75,12,15
2020,"offense,receiving",342,Ethan Parsons,Senior,Princeton (WV),(WV),WR,870,96.7,17.8,49,76,12,9
2020,"offense,receiving",343,Jairus Mack,Senior,"Clarke Central (Athens, GA)","(Athens, GA)",WR,869,79.0,24.1,36,76,6,11
2020,"offense,receiving",344,Liam Fortner,Senior,"Knoxville Central (Knoxville, TN)","(Knoxville, TN)","WR, SS",869,72.4,13.6,64,52,11,12
2020,"offense,receiving",345,Noah Foster,Senior,"Tupelo Christian Prep (Belden, MS)","(Belden, MS)","WR, DB",868,78.9,25.5,34,96,13,11
2020,"offense,receiving",346,Dacari Collins,Senior,"Westlake (Atlanta, GA)","(Atlanta, GA)",WR,868,72.3,17.0,51,,8,12
2020,"offense,receiving",347,Ramone Bradley,Senior,Fairhope (AL),(AL),"WR, CB",867,86.7,15.8,55,93,11,10
2020,"offense,receiving",348,Walter Quick jr.,Senior,"Morris Catholic (Denville, NJ)","(Denville, NJ)","WR, DB",867,96.3,14.2,61,,8,9
2020,"offense,receiving",349,Anthony Harris jr.,Junior,"Smoky Hill (Aurora, CO)","(Aurora, CO)",WR,866,144.3,19.7,44,,15,6
2020,"offense,receiving",350,Isiah Stevens,Senior,Lewisville (TX),(TX),"WR, DB",866,108.3,18.4,47,48,10,8
2020,"offense,receiving",251,Magnus Clawson,Senior,"North Sanpete (Mt. Pleasant, UT)","(Mt. Pleasant, UT)",,932,84.7,17.3,54,66,15,11
2020,"offense,receiving",252,Mark Fulkerson,Junior,Lake Worth (TX),(TX),WR,932,84.7,15.5,60,68,9,11
2020,"offense,receiving",253,Jack Cook,Senior,"Cedar (Cedar City, UT)","(Cedar City, UT)","WR, CB",931,77.6,16.1,58,70,6,12
2020,"offense,receiving",254,Brodie Swader,Junior,"Dade County (Trenton, GA)","(Trenton, GA)","ATH, S",930,93.0,15.5,60,,12,10
2020,"offense,receiving",255,Braden Calise,Senior,"John Carroll Catholic (Fort Pierce, FL)","(Fort Pierce, FL)",WR,929,92.9,30.0,31,96,11,10
2020,"offense,receiving",256,D'andre Fillmore,Sophomore,"Victoria West (Victoria, TX)","(Victoria, TX)","WR, FS",929,77.4,16.9,55,73,13,12
2020,"offense,receiving",257,Gannon Howes,Sophomore,"Hanover Central (Cedar Lake, IN)","(Cedar Lake, IN)",,928,77.3,22.1,42,74,14,12
2020,"offense,receiving",258,Cayden Dougherty,Senior,"Worthington Kilbourne (Columbus, OH)","(Columbus, OH)",WR,928,92.8,18.6,50,64,10,10
2020,"offense,receiving",259,Chanton Millender,Senior,Moss Point (MS),(MS),"WR, CB",928,103.1,15.5,60,80,12,9
2020,"offense,receiving",260,Kaderris Roberts,Senior,"Orangewood Christian (Maitland, FL)","(Maitland, FL)",ATH,927,84.3,24.4,38,85,15,11
2020,"offense,receiving",261,Caden Marshall,Junior,Rockwall (TX),(TX),WR,926,77.2,17.8,52,69,12,12
2020,"offense,receiving",262,Jaylon Jackson,Junior,"Green Oaks (Shreveport, LA)","(Shreveport, LA)",ATH,926,102.9,16.0,58,73,13,9
2020,"offense,receiving",263,Andy Behle,Senior,Springtown (TX),(TX),"WR, CB",926,71.2,13.4,69,91,13,13
2020,"offense,receiving",264,Reagan Rodriguez,Senior,Glen Rose (TX),(TX),"WR, S",925,92.5,18.5,50,79,8,10
2020,"offense,receiving",265,Montavious Tabor,Senior,"East Hall (Gainesville, GA)","(Gainesville, GA)","RB, WR",925,115.6,18.5,50,65,6,8
2020,"offense,receiving",266,Jalen Becerra,Junior,"Rouse (Leander, TX)","(Leander, TX)","WR, CB",921,92.1,21.9,42,75,13,10
2020,"offense,receiving",267,Titus Lyons,Senior,Pottsboro (TX),(TX),,921,115.1,19.6,47,,10,8
2020,"offense,receiving",268,Jayden Corbett,Senior,"Manatee (Bradenton, FL)","(Bradenton, FL)","WR, CB",921,92.1,15.4,60,,9,10
2020,"offense,receiving",269,Aaron Powell,Senior,McPherson (KS),(KS),"WR, CB",921,83.7,14.9,62,80,10,11
2020,"offense,receiving",270,Christian Lewis,Senior,Pleasant Grove (AL),(AL),"WR, QB",917,91.7,18.3,50,82,12,10
2020,"offense,receiving",271,Brennen Troutwine,Junior,Arcanum (OH),(OH),"SB, CB",916,91.6,20.8,44,76,11,10
2020,"offense,receiving",272,Quan Lee,Junior,"Buchholz (Gainesville, FL)","(Gainesville, FL)",WR,916,114.5,20.8,44,78,11,8
2020,"offense,receiving",273,Ray Morrison,Junior,"Northwest Whitfield (Tunnel Hill, GA)","(Tunnel Hill, GA)",WR,915,91.5,16.9,54,99,9,10
2020,"offense,receiving",274,Jarret Birdwell,Senior,Kingfisher (OK),(OK),"WR, S",914,76.2,20.3,45,67,9,12
2020,"offense,receiving",276,Taylor Spierto,Senior,Franklin (TN),(TN),"SS, WR",914,76.2,16.9,54,80,8,12
2020,"offense,receiving",277,Michael Human,Senior,"Grace Christian Academy (Knoxville, TN)","(Knoxville, TN)","WR, DB",913,83.0,12.9,71,60,14,11
2020,"offense,receiving",278,Cayden Hess,Junior,Jersey Shore (PA),(PA),"WR, DB",911,82.8,13.6,67,44,9,11
2020,"offense,receiving",279,Grayson Gilmore,Senior,Stigler (OK),(OK),"WR, DB",909,69.9,22.7,40,,9,13
2020,"offense,receiving",280,Pj Caldwell,Junior,"Park Hill (Kansas City, MO)","(Kansas City, MO)","WR, KR",907,90.7,20.2,45,81,9,10
2020,"offense,receiving",281,Jai Moore,Senior,"Parish Episcopal (Dallas, TX)","(Dallas, TX)","WR, CB",907,82.5,16.2,56,,14,11
2020,"offense,receiving",282,Evan Stewart,Junior,"Liberty (Frisco, TX)","(Frisco, TX)",WR,906,100.7,20.6,44,76,8,9
2020,"offense,receiving",283,Hudsen Hill,Junior,Hooker (OK),(OK),"WR, LB",904,82.2,22.0,41,97,13,11
2020,"offense,receiving",284,Bryan Spotwood,Junior,"Cooper (Abilene, TX)","(Abilene, TX)",RB,903,100.3,23.8,38,75,13,9
2020,"offense,receiving",285,Jaden Smith,Senior,"Grayson (Loganville, GA)","(Loganville, GA)",WR,903,75.3,21.5,42,85,11,12
2020,"offense,receiving",286,Samuel Mccall,Junior,"Lake Gibson (Lakeland, FL)","(Lakeland, FL)","FS, WR",903,69.5,17.4,52,80,10,13
2020,"offense,receiving",287,Camden Jordan,Senior,"Cathedral (Indianapolis, IN)","(Indianapolis, IN)","WR, FS",903,69.5,12.7,71,63,21,13
2020,"offense,receiving",288,Carson Rich,Senior,"Southwood (Wabash, IN)","(Wabash, IN)","WR, OLB",901,69.3,18.4,49,67,15,13
2020,"offense,receiving",289,Drew Henson,Senior,"Rouse (Leander, TX)","(Leander, TX)",WR,901,75.1,15.3,59,91,9,12
2020,"offense,receiving",290,Keelan Turner,Senior,"Pine Tree (Longview, TX)","(Longview, TX)","CB, WR",899,89.9,27.2,33,82,9,10
2020,"offense,receiving",291,Logan Campbell,Junior,"Western Brown (Mt. Orab, OH)","(Mt. Orab, OH)",WR,899,112.4,16.1,56,,8,8
2020,"offense,receiving",292,Braxton Johnson,Junior,Bainbridge (GA),(GA),"WR, CB",898,64.1,17.3,52,82,12,14
2020,"offense,receiving",293,Terrance Anthony,Senior,"Oakleaf (Orange Park, FL)","(Orange Park, FL)",WR,898,89.8,16.0,56,71,11,10
2020,"offense,receiving",294,Jalen Walthall,Senior,Manvel (TX),(TX),WR,896,89.6,23.6,38,80,12,10
2020,"offense,receiving",295,Daniel Martin,Junior,Marietta (GA),(GA),"LB, WR",896,81.5,17.6,51,80,8,11
2020,"offense,receiving",296,John Gordon,Junior,"Bethel (Shawnee, OK)","(Shawnee, OK)",WR,895,89.5,20.8,43,78,10,10
2020,"offense,receiving",297,Solomon Luther,Senior,Port Charlotte (FL),(FL),ATH,894,99.3,18.2,49,,11,9
2020,"offense,receiving",298,Caleb Frank,Senior,"Fairview (Sherwood, OH)","(Sherwood, OH)","WR, FS",894,89.4,16.6,54,,10,10
2020,"offense,receiving",299,Dylan Lee,Senior,"Bessemer Academy (Bessemer, AL)","(Bessemer, AL)","WR, FS",893,99.2,30.8,29,95,14,9
2020,"offense,receiving",300,Louis Williams,Sophomore,Conroe (TX),(TX),WR,893,89.3,22.3,40,,7,10
2020,"offense,receiving",151,Johnson Wells,Senior,"Winston Academy (Louisville, MS)","(Louisville, MS)","WR, LB",1042,94.7,20.8,50,65,11,11
2020,"offense,receiving",153,Tristan Castillo,Senior,"Pioneer (Mission, TX)","(Mission, TX)","WR, RB",1041,115.7,15.8,66,79,10,9
2020,"offense,receiving",154,Trejon Spiller,Senior,"Ellison (Killeen, TX)","(Killeen, TX)","WR, CB",1037,115.2,19.2,54,74,10,9
2020,"offense,receiving",155,Caleb Dewey,Sophomore,Edinburgh (IN),(IN),"QB, WR",1037,103.7,16.0,65,,13,10
2020,"offense,receiving",156,Dywane Ford jr.,Senior,"Parkland (El Paso, TX)","(El Paso, TX)","WR, RB",1034,129.3,21.1,49,72,11,8
2020,"offense,receiving",157,Donny Bishop,Junior,Crane (TX),(TX),"WR, CB",1034,103.4,14.8,70,41,14,10
2020,"offense,receiving",158,Austin Rush,Junior,"Yuma Catholic (Yuma, AZ)","(Yuma, AZ)","WR, DB",1033,93.9,18.8,55,,16,11
2020,"offense,receiving",159,Jack Hestera,Senior,Cedar Park (TX),(TX),WR,1032,79.4,20.2,51,83,16,13
2020,"offense,receiving",160,Baron Brown,Junior,Henrietta (TX),(TX),"WR, CB",1032,103.2,18.8,55,97,9,10
2020,"offense,receiving",161,Tanner Barcus,Senior,Parsons (KS),(KS),"WR, CB",1032,114.7,13.8,75,64,13,9
2020,"offense,receiving",162,Christian Benson,Senior,"Parish Episcopal (Dallas, TX)","(Dallas, TX)","RB, SB",1031,93.7,16.6,62,,10,11
2020,"offense,receiving",163,Marcus Collins,Senior,"Magnolia West (Magnolia, TX)","(Magnolia, TX)","WR, TE",1030,103.0,21.5,48,90,12,10
2020,"offense,receiving",164,Shea Morgan,Senior,Pine Grove (PA),(PA),"WR, CB",1030,103.0,15.8,65,51,12,10
2020,"offense,receiving",165,Matthew Golden,Junior,"Klein Cain (Houston, TX)","(Houston, TX)","WR, RB",1027,102.7,23.9,43,85,7,10
2020,"offense,receiving",166,Brett Bronson,Senior,Kimberly (ID),(ID),"WR, CB",1027,93.4,18.0,57,,16,11
2020,"offense,receiving",167,Jackson Richmond,Senior,"Central Arkansas Christian (North Little Rock, AR)","(North Little Rock, AR)","WR, FS",1024,93.1,17.7,58,75,5,11
2020,"offense,receiving",168,Kwade Hegtvedt,Senior,"Vista Ridge (Cedar Park, TX)","(Cedar Park, TX)","WR, DB",1023,113.7,14.4,71,75,10,9
2020,"offense,receiving",169,Tanner Schneiderheinz,Senior,Central City (NE),(NE),"WR, CB",1023,113.7,10.2,100,56,13,9
