file_year,category,rank,name,year,high_school,city_state,position,totaltdnum,rushingtdnum,receivingtdnum,fumblereturnedtdnum,intreturnedtdnum,puntreturnedtdnum,kickoffreturnedtdnum,tdspergame,gamesplayed
2019,"offense,touchdowns",431,Max Smith,Senior,"Pe Ell/Willapa Valley (Menlo, WA)","(Menlo, WA)","RB, LB",25,22,,1,,,2,2.5,10
2019,"offense,touchdowns",432,Nathan Roby,Senior,"Hempfield Area (Greensburg, PA)","(Greensburg, PA)","RB, FS",25,19,6,,,,,2.5,10
2019,"offense,touchdowns",433,Gibby Garza,Senior,"Central Catholic (San Antonio, TX)","(San Antonio, TX)",RB,25,21,3,,,,1,2.3,11
2019,"offense,touchdowns",434,Rahjai Harris,Senior,"Byrnes (Duncan, SC)","(Duncan, SC)","RB, CB",25,21,4,,,,,2.3,11
2019,"offense,touchdowns",435,Tk Mack,Senior,"North Atlanta (Atlanta, GA)","(Atlanta, GA)","RB, SS",25,24,1,,,,,2.3,11
2019,"offense,touchdowns",436,Israel Abanikanda,Senior,"Lincoln (Brooklyn, NY)","(Brooklyn, NY)","RB, DB",25,20,3,,,,2,2.3,11
2019,"offense,touchdowns",437,Kian Conway,Senior,"San Juan (Blanding, UT)","(Blanding, UT)","RB, OLB",25,22,1,,,,2,2.3,11
2019,"offense,touchdowns",438,Marion Lukes,Senior,Charlestown (IN),(IN),"RB, SB",25,23,1,,1,,,2.3,11
2019,"offense,touchdowns",439,Demarkcus Bowman,Senior,Lakeland (FL),(FL),RB,25,24,1,,,,,2.3,11
2019,"offense,touchdowns",440,Tre'quan Hilton,Junior,"Northside Christian (St. Petersburg, FL)","(St. Petersburg, FL)","RB, DB",25,25,,,,,,2.3,11
2019,"offense,touchdowns",441,Jared Williams,Junior,"Chaparral (Scottsdale, AZ)","(Scottsdale, AZ)","CB, OLB",25,21,4,,,,,2.3,11
2019,"offense,touchdowns",442,Jaden Arthur,Senior,"Randolph (Universal City, TX)","(Universal City, TX)","FB, MLB",25,25,0,1,0,,,2.3,11
2019,"offense,touchdowns",443,Brandon Rossmiller,Junior,"Camp Point Central (Camp Point, IL)","(Camp Point, IL)","RB, DB",25,16,6,0,1,,2,2.3,11
2019,"offense,touchdowns",444,Anthony Frasier,Senior,"ATI [Abbott RVT/Immaculate] (Danbury, CT)","(Danbury, CT)","RB, QB",25,20,3,,1,,1,2.3,11
2019,"offense,touchdowns",445,Austin Bell,Junior,"Corner Canyon (Draper, UT)","(Draper, UT)",RB,25,21,4,,,,,2.3,11
2019,"offense,touchdowns",446,Tim Baldwin jr,Senior,"Patriot (Nokesville, VA)","(Nokesville, VA)",RB,25,23,1,1,,,,2.3,11
2019,"offense,touchdowns",447,Jordyn Reid,Senior,"Mount Vernon (Alexandria, VA)","(Alexandria, VA)","RB, CB",25,14,9,,,2,,2.1,12
2019,"offense,touchdowns",448,Will Gustafson,Junior,"Aquin Catholic (Freeport, IL)","(Freeport, IL)","QB, FS",25,24,,,,1,,2.1,12
2019,"offense,touchdowns",449,Dylan Church,Senior,"North Wilkes (Hays, NC)","(Hays, NC)","RB, SS",25,23,2,,,,,2.1,12
2019,"offense,touchdowns",450,Dustin Stephens,Junior,"Smoky Mountain (Sylva, NC)","(Sylva, NC)","WR, FS",25,20,5,,,,,2.1,12
2019,"offense,touchdowns",351,Timothy Ruff ll,Junior,"Crest (Shelby, NC)","(Shelby, NC)",QB,27,23,4,0,0,0,1,2.1,13
2019,"offense,touchdowns",352,Grayson Rogers,Senior,"Hobbton (Newton Grove, NC)","(Newton Grove, NC)","QB, FS",27,27,,,,,,2.1,13
2019,"offense,touchdowns",353,Walter Gooding,Senior,"Esperanza (Anaheim, CA)","(Anaheim, CA)","RB, DB",27,27,,,,,,1.9,14
2019,"offense,touchdowns",354,Chandler Schubert,Senior,Danville (IN),(IN),"LB, RB",27,25,2,,,,,1.9,14
2019,"offense,touchdowns",355,Zach Westmoreland,Senior,Joplin (MO),(MO),"WR, FS",27,2,21,0,2,2,0,1.9,14
2019,"offense,touchdowns",356,Evan Prater,Senior,"Wyoming (Cincinnati, OH)","(Cincinnati, OH)",QB,27,27,,,,,,1.9,14
2019,"offense,touchdowns",357,Jayden Frazier,Senior,"King's Academy (Sunnyvale, CA)","(Sunnyvale, CA)",,27,23,3,,,,1,1.9,14
2019,"offense,touchdowns",358,Tanner Wirth,Sophomore,"Pewamo-Westphalia (Pewamo, MI)","(Pewamo, MI)","RB, OLB",27,25,,,,,2,1.9,14
2019,"offense,touchdowns",359,Dj Lipke,Senior,Hobart (IN),(IN),,27,27,,,,,,1.9,14
2019,"offense,touchdowns",360,Euler De Leon,Senior,"Navarro (Geronimo, TX)","(Geronimo, TX)","RB, SS",27,27,,,,,,1.9,14
2019,"offense,touchdowns",361,Ryan Ramirez,Junior,Dos Palos (CA),(CA),"RB, OLB",27,23,4,,,,,1.9,14
2019,"offense,touchdowns",362,Kylan Cooper,Senior,"Lawrence County (Monticello, MS)","(Monticello, MS)","RB, S",27,26,0,,,,1,1.8,15
2019,"offense,touchdowns",363,Tyler Cherry,Senior,"Wren (Piedmont, SC)","(Piedmont, SC)","WR, RB",27,1,26,,,,,1.8,15
2019,"offense,touchdowns",364,Jerry Padgett,Junior,"Western (Russiaville, IN)","(Russiaville, IN)","RB, OLB",26,24,2,,,,,2.6,10
2019,"offense,touchdowns",365,Devari Robinson,Senior,McKeesport (PA),(PA),"SS, QB",26,23,,,,3,,2.6,10
2019,"offense,touchdowns",366,Raleek Brown,Sophomore,"Edison (Stockton, CA)","(Stockton, CA)",ATH,26,16,9,,,1,,2.6,10
2019,"offense,touchdowns",367,Johnathan Arceneaux,Junior,Whittier (CA),(CA),"RB, SS",26,23,2,,,,1,2.6,10
2019,"offense,touchdowns",368,Luke Alleman,Junior,Thibodaux (LA),(LA),"QB, FS",26,2,,,,,,2.6,10
2019,"offense,touchdowns",369,Kaleb King,Junior,Wewoka (OK),(OK),"WR, CB",26,8,17,,,,1,2.6,10
2019,"offense,touchdowns",370,Anthony Cervantes,Senior,"Susan Moore (Blountsville, AL)","(Blountsville, AL)",RB,26,26,,,,,,2.6,10
2019,"offense,touchdowns",371,Quintavious Lockett,Sophomore,"Douglass (Atlanta, GA)","(Atlanta, GA)",RB,26,25,1,,,,,2.6,10
2019,"offense,touchdowns",372,David Lilly,Senior,"Bishop Neumann (Wahoo, NE)","(Wahoo, NE)","MLB, RB",26,23,1,,1,,1,2.6,10
2019,"offense,touchdowns",373,Dj Brown,Sophomore,Leonard (TX),(TX),"QB, FS",26,25,,,,,,2.4,11
2019,"offense,touchdowns",374,Khiari Mccoy,Senior,"Carver (Columbus, GA)","(Columbus, GA)","RB, SB",26,22,3,,,1,,2.4,11
2019,"offense,touchdowns",375,Fredrick Mallay,Senior,"Mt. Pleasant (Providence, RI)","(Providence, RI)","CB, RB",26,19,4,,1,,2,2.4,11
2019,"offense,touchdowns",376,Keamodre Horace,Junior,Center (TX),(TX),"RB, OLB",26,26,,,,,,2.4,11
2019,"offense,touchdowns",377,Ali Lee jr,Junior,Woodbridge (NJ),(NJ),"RB, CB",26,21,3,,,1,1,2.4,11
2019,"offense,touchdowns",378,Kaleb Donor,Junior,"Maplewood (Guys Mills, PA)","(Guys Mills, PA)","RB, OLB",26,25,1,,,,0,2.4,11
2019,"offense,touchdowns",379,Rylan Chandler,Senior,"Minico (Rupert, ID)","(Rupert, ID)","RB, WR",26,26,,,,,,2.4,11
2019,"offense,touchdowns",380,Doreion Akins,Senior,"Johnson (Sacramento, CA)","(Sacramento, CA)",ATH,26,23,3,,,,,2.4,11
2019,"offense,touchdowns",381,Kendall Thomas,Senior,"Stony Point (Round Rock, TX)","(Round Rock, TX)","RB, SB",26,25,1,,,,,2.4,11
2019,"offense,touchdowns",382,Donte Buckner,Senior,White Hall (AR),(AR),RB,26,24,1,,,,1,2.4,11
2019,"offense,touchdowns",383,Davin Parker,Junior,"Alchesay (Whiteriver, AZ)","(Whiteriver, AZ)","RB, DB",26,26,,,,,,2.4,11
2019,"offense,touchdowns",384,Dakota Mornhinweg,Senior,Carmel (CA),(CA),"RB, WR",26,22,4,,,,,2.4,11
2019,"offense,touchdowns",385,Tate Carney,Sophomore,"Davie (Mocksville, NC)","(Mocksville, NC)","RB, TE",26,22,4,,,,,2.4,11
2019,"offense,touchdowns",386,Goldman Butler,Junior,"Biggersville (Corinth, MS)","(Corinth, MS)","FB, ILB",26,26,0,,,,,2.4,11
2019,"offense,touchdowns",387,Teddy Ruffner,Junior,Mars (PA),(PA),,26,25,1,,,,,2.4,11
2019,"offense,touchdowns",388,Evan Stumpf,Senior,Norwalk (OH),(OH),"RB, SB",26,24,2,,,,,2.4,11
2019,"offense,touchdowns",389,Aiden Shewcow,Junior,"Oak Grove (Winston-Salem, NC)","(Winston-Salem, NC)","RB, LB",26,25,1,,,,,2.2,12
2019,"offense,touchdowns",390,Jacob Lee,Junior,Azle (TX),(TX),"WR, RB",26,23,3,,,,,2.2,12
2019,"offense,touchdowns",391,Nolton Shelvin,Senior,"East Chambers (Winnie, TX)","(Winnie, TX)","RB, DB",26,24,2,,,,,2.2,12
2019,"offense,touchdowns",392,A.j Jones lll,Junior,"Bartram Trail (St. Johns, FL)","(St. Johns, FL)",RB,26,23,3,,,,1,2.2,12
2019,"offense,touchdowns",393,Toby Brogan,Junior,Greensburg (IN),(IN),"QB, FS",26,26,,,,,0,2.2,12
2019,"offense,touchdowns",394,Avante Stevens,Senior,Eunice (NM),(NM),"WR, DB",26,,24,,2,,,2.2,12
2019,"offense,touchdowns",395,Erik Hernandez,Junior,"Castle Park (Chula Vista, CA)","(Chula Vista, CA)","RB, WR",26,25,,,,1,,2.2,12
2019,"offense,touchdowns",396,Caleb Curcio,Junior,"Grace Christian Academy (Knoxville, TN)","(Knoxville, TN)","RB, WR",26,22,4,,,,,2.2,12
2019,"offense,touchdowns",397,Steven Montgomery,Senior,"Alexander Central (Taylorsville, NC)","(Taylorsville, NC)","RB, DB",26,23,2,,,,1,2.2,12
2019,"offense,touchdowns",398,Beau Psencik,Senior,"Lutheran South Academy (Houston, TX)","(Houston, TX)","RB, S",26,15,9,0,0,0,2,2.2,12
2019,"offense,touchdowns",399,Will Fitzhugh,Senior,"Ouachita Christian (Monroe, LA)","(Monroe, LA)","RB, DB",26,16,9,,,,,2.0,13
2019,"offense,touchdowns",400,Luke Morley,Junior,"Massaponax (Spotsylvania, VA)","(Spotsylvania, VA)","QB, WR",26,26,,,,,,2.0,13
2019,"offense,touchdowns",1,Charlie Spegal,Senior,New Palestine (IN),(IN),RB,55,55,,,,,,3.9,14
2019,"offense,touchdowns",2,Quinton Cooley,Senior,"Southern Nash (Bailey, NC)","(Bailey, NC)","RB, OLB",55,49,4,1,,,1,3.7,15
2019,"offense,touchdowns",3,Treveyon Henderson,Junior,Hopewell (VA),(VA),"FS, RB",53,45,5,,,1,2,3.5,15
2019,"offense,touchdowns",4,Gabe Jones,Senior,West Jefferson (OH),(OH),"RB, DB",51,41,6,,,,,3.6,14
2019,"offense,touchdowns",5,Cameron Thomas,Senior,Picayune (MS),(MS),"CB, RB",51,48,3,,,,,3.4,15
2019,"offense,touchdowns",6,Benjamin Jackson,Senior,"West Greene (Waynesburg, PA)","(Waynesburg, PA)","RB, OLB",50,48,1,1,0,0,0,4.2,12
2019,"offense,touchdowns",7,Devon Achane,Senior,"Fort Bend Marshall (Missouri City, TX)","(Missouri City, TX)","RB, WR",50,40,10,,,,,3.1,16
2019,"offense,touchdowns",8,Jalen White,Senior,Daleville (AL),(AL),"RB, FS",49,48,,1,,,,4.5,11
2019,"offense,touchdowns",9,Keaton Mitchell,Senior,"Eagle's Landing Christian Academy (McDonough, GA)","(McDonough, GA)","RB, CB",48,43,1,,,1,3,3.4,14
2019,"offense,touchdowns",10,Davon Booth,Senior,El Monte (CA),(CA),"RB, DB",48,36,10,,1,1,,3.2,15
2019,"offense,touchdowns",11,Landin Sledge,Junior,"Riverside-Durham (Durham, NC)","(Durham, NC)",QB,47,5,,,,,,3.9,12
2019,"offense,touchdowns",12,Isaiah Davis,Senior,Joplin (MO),(MO),"RB, MLB",47,45,2,,,,,3.4,14
2019,"offense,touchdowns",13,Keegan Williams,Senior,"Oceanside Collegiate Academy (Mt. Pleasant, SC)","(Mt. Pleasant, SC)","RB, DB",46,40,5,,,,1,3.5,13
2019,"offense,touchdowns",14,Tresean Stewart,Junior,"Winston-Salem Preparatory Academy (Winston-Salem, NC)","(Winston-Salem, NC)","RB, SS",46,21,21,1,2,,1,3.5,13
2019,"offense,touchdowns",15,Amaad Foston,Junior,"John Milledge Academy (Milledgeville, GA)","(Milledgeville, GA)",RB,46,46,,,,,,3.5,13
2019,"offense,touchdowns",16,Colton Marshall,Senior,Hawley (TX),(TX),"RB, LB",46,46,,,,,,3.3,14
2019,"offense,touchdowns",17,Cameron Rickett,Senior,Springtown (TX),(TX),RB,46,39,7,,,,0,3.3,14
2019,"offense,touchdowns",18,Cade Rice,Junior,"Greenon (Springfield, OH)","(Springfield, OH)",QB,45,12,,,,,1,4.5,10
2019,"offense,touchdowns",19,Kobe Clark,Senior,Schoolcraft (MI),(MI),"RB, CB",45,37,6,,1,,1,3.8,12
2019,"offense,touchdowns",20,Anthony Simpson,Senior,Bloomfield (CT),(CT),"WR, CB",45,24,19,,2,,,3.5,13
2019,"offense,touchdowns",21,Jevyon Ducker,Senior,"Bellevue West (Bellevue, NE)","(Bellevue, NE)",RB,45,39,6,,,,,3.5,13
2019,"offense,touchdowns",22,Wyatt Pedigo,Senior,Hoisington (KS),(KS),"MLB, RB",44,37,7,0,3,,1,3.7,12
2019,"offense,touchdowns",23,Ahmad Johnson,Senior,Pelahatchie (MS),(MS),"RB, DE",44,40,3,,,,1,3.4,13
2019,"offense,touchdowns",24,Marcus Mcfadden,Senior,"Indianapolis Lutheran (Indianapolis, IN)","(Indianapolis, IN)","RB, OLB",44,43,1,1,1,1,1,3.1,14
2019,"offense,touchdowns",25,Marquael Parks,Junior,Orrville (OH),(OH),"RB, S",43,36,4,1,,,2,3.6,12
2019,"offense,touchdowns",26,Arland Bruce iv,Junior,"Olathe North (Olathe, KS)","(Olathe, KS)","QB, RB",43,43,0,,,,0,3.3,13
2019,"offense,touchdowns",27,Bijan Robinson,Senior,"Salpointe Catholic (Tucson, AZ)","(Tucson, AZ)",RB,42,38,3,,,,1,3.8,11
2019,"offense,touchdowns",28,Elijah Young,Senior,"South-Doyle (Knoxville, TN)","(Knoxville, TN)","RB, LB",42,39,2,,,,1,3.5,12
2019,"offense,touchdowns",29,Emmett Wood,Sophomore,"Tioga (Tioga Center, NY)","(Tioga Center, NY)","RB, SS",42,37,1,,1,,3,3.5,12
2019,"offense,touchdowns",30,Macklin Ayers,Senior,"Upper Dauphin Area (Elizabethville, PA)","(Elizabethville, PA)","SS, QB",42,41,,,,,,3.2,13
2019,"offense,touchdowns",31,Ja'Don Mendoza,Junior,"True Divine Word Academy (St. Louis, MO)","(St. Louis, MO)","RB, SS",42,42,,,,,,3.0,14
2019,"offense,touchdowns",32,Jaques Evans,Senior,Dublin (GA),(GA),"LB, FB",42,40,1,,1,,,3.0,14
2019,"offense,touchdowns",33,Lenny Kelley,Senior,Dallas (PA),(PA),"RB, CB",42,41,1,0,0,,,2.8,15
2019,"offense,touchdowns",34,Stone Sheffield,Senior,"Harding Academy (Searcy, AR)","(Searcy, AR)",WR,42,28,13,,,,1,2.8,15
2019,"offense,touchdowns",35,Brady Lyssy,Senior,Falls City (TX),(TX),"RB, CB",41,37,3,,1,,,2.7,15
2019,"offense,touchdowns",36,Jevon Williams,Senior,Hamlin (TX),(TX),"FS, WR",41,31,8,1,,1,,2.7,15
2019,"offense,touchdowns",37,Kaedric Cobbs,Senior,"Guyer (Denton, TX)","(Denton, TX)","RB, SS",41,41,,,,,,2.6,16
2019,"offense,touchdowns",38,Roddrell Freeman,Junior,Mart (TX),(TX),"DE, RB",41,39,1,,,1,,2.6,16
2019,"offense,touchdowns",39,Jahmyr Gibbs,Senior,Dalton (GA),(GA),"RB, WR",40,40,,,,,,3.6,11
2019,"offense,touchdowns",40,Conor Haviland,Senior,Humboldt (KS),(KS),"QB, RB",40,40,,,,,,3.6,11
2019,"offense,touchdowns",41,Fombo Azah,Senior,Carthage (NY),(NY),"RB, MLB",40,38,,,,,2,3.1,13
2019,"offense,touchdowns",42,Isaac Hurtado,Senior,Cypress (CA),(CA),"RB, MLB",40,36,4,,,,1,2.9,14
2019,"offense,touchdowns",43,Trey Blair,Senior,"Haverford (Havertown, PA)","(Havertown, PA)","CB, WR",40,27,,,,,,2.9,14
2019,"offense,touchdowns",44,Bryson Daily,Senior,Abernathy (TX),(TX),"QB, OLB",40,39,1,0,1,,1,2.9,14
2019,"offense,touchdowns",45,Clint Epperson,Senior,Valley View (TX),(TX),"RB, LB",40,37,1,,,,2,2.7,15
2019,"offense,touchdowns",46,Will Shipley,Junior,"Weddington (Matthews, NC)","(Matthews, NC)","RB, DB",40,30,8,1,1,,,2.5,16
2019,"offense,touchdowns",47,Frank Riggio,Junior,Verona (NJ),(NJ),"RB, SS",39,37,1,,,,1,3.3,12
2019,"offense,touchdowns",48,Isaiah Brown,Senior,"Calvary Baptist Academy (Shreveport, LA)","(Shreveport, LA)","RB, LB",39,24,10,,,,5,3.3,12
2019,"offense,touchdowns",49,Ethan Wright,Senior,"Manchester (Akron, OH)","(Akron, OH)","RB, QB",39,36,1,1,1,0,0,3.0,13
2019,"offense,touchdowns",50,Nate Anderson,Senior,"Rejoice Christian (Owasso, OK)","(Owasso, OK)","OLB, RB",39,35,4,,,,,3.0,13
2018,"offense,touchdowns",101,A.J. Brown,Senior,"Calallen (Corpus Christi, TX)","(Corpus Christi, TX)","RB, S",35,32,3,,,,,2.3,15
2018,"offense,touchdowns",102,Haynes King,Junior,Longview (TX),(TX),QB,35,8,1,,,,,2.2,16
2018,"offense,touchdowns",103,Asher Croy,Junior,"Huntley Project (Worden, MT)","(Worden, MT)","RB, OLB",34,32,1,,,1,,3.4,10
2018,"offense,touchdowns",104,Tyler Flanagan,Senior,Woodland (WA),(WA),"RB, LB",34,32,,,,,2,3.4,10
2018,"offense,touchdowns",105,Quinton Cooley,Junior,"Southern Nash (Bailey, NC)","(Bailey, NC)","RB, OLB",34,30,3,,,,1,3.1,11
2018,"offense,touchdowns",106,Dorian Richardson,Senior,"Rancho Buena Vista (Vista, CA)","(Vista, CA)","RB, MLB",34,33,1,,,,,3.1,11
2018,"offense,touchdowns",107,Javon Peace,Junior,Dover (DE),(DE),"RB, DB",34,27,4,1,1,,1,3.1,11
2018,"offense,touchdowns",108,Sam Wilder,Senior,"Leake Academy (Madden, MS)","(Madden, MS)","RB, CB",34,29,2,,,,,3.1,11
2018,"offense,touchdowns",109,Zach Thompson,Senior,"Triopia/Meredosia-Chambersburg/Virginia (Concord, IL)","(Concord, IL)","RB, FS",34,30,3,,,1,,2.8,12
2018,"offense,touchdowns",110,Kyren Batey,Senior,Foreman (AR),(AR),"FS, QB",34,32,1,,,1,,2.8,12
2018,"offense,touchdowns",111,Terrence Bogan,Junior,"Sheehan (Wallingford, CT)","(Wallingford, CT)","RB, OLB",34,34,,,,,,2.8,12
2018,"offense,touchdowns",112,Noah Cortes,Senior,Broken Arrow (OK),(OK),"RB, OLB",34,34,,,,,,2.8,12
2018,"offense,touchdowns",113,Fresh Ison,Junior,"Moreau Catholic (Hayward, CA)","(Hayward, CA)","RB, DB",34,32,2,,,2,1,2.8,12
2018,"offense,touchdowns",114,Jensen Jones,Senior,"Neumann (Naples, FL)","(Naples, FL)","RB, SS",34,33,1,,,,,2.8,12
2018,"offense,touchdowns",115,Aj Boulware,Junior,"Lee County (Sanford, NC)","(Sanford, NC)","RB, OLB",34,34,,,,,,2.8,12
2018,"offense,touchdowns",116,Nomi Mcmullens,Senior,"Thomas Jefferson Classical Academy (Mooresboro, NC)","(Mooresboro, NC)","QB, FS",34,32,,,,,,2.6,13
2018,"offense,touchdowns",117,Heder Gladden,Senior,"Artesia (Lakewood, CA)","(Lakewood, CA)","QB, SS",34,34,,,,,,2.6,13
2018,"offense,touchdowns",118,Colby Argall,Senior,"Black Hawk (South Wayne, WI)","(South Wayne, WI)","RB, CB",34,28,2,,1,2,1,2.6,13
2018,"offense,touchdowns",119,Deramus Carey,Junior,Watertown (TN),(TN),"RB, OLB",34,33,,,,,1,2.6,13
2018,"offense,touchdowns",120,Malik Taylor,Senior,"Phoenix Christian (Phoenix, AZ)","(Phoenix, AZ)","RB, DB",34,34,,,,,,2.6,13
2018,"offense,touchdowns",121,Mike Weston,Senior,"Nature Coast Tech (Brooksville, FL)","(Brooksville, FL)","RB, ILB",34,34,,,,,,2.6,13
2018,"offense,touchdowns",122,Alonso Acevedo,Senior,Strathmore (CA),(CA),"RB, SS",34,32,1,,,1,,2.4,14
2018,"offense,touchdowns",123,Zach Patterson,Senior,Corinth (MS),(MS),"RB, SB",34,23,6,,2,1,2,2.4,14
2018,"offense,touchdowns",124,Caine Savage,Junior,"Western (Anaheim, CA)","(Anaheim, CA)","WR, CB",34,,32,,1,,1,2.3,15
2018,"offense,touchdowns",125,Colton McCarty,Sophomore,"Cheylin (Bird City, KS)","(Bird City, KS)","QB, DB",33,29,,,,,4,4.7,7
2018,"offense,touchdowns",126,Sam Thomas,Senior,Mt. Vernon (IN),(IN),"WR, FS",33,11,22,0,0,1,0,3.3,10
2018,"offense,touchdowns",127,Juwaun Price,Senior,Peoria (AZ),(AZ),"RB, CB",33,26,3,,,3,1,3.3,10
2018,"offense,touchdowns",128,Keon Simmons,Senior,Mayflower (AR),(AR),"RB, CB",33,20,10,,,1,2,3.0,11
2018,"offense,touchdowns",129,Rylan Turner,Senior,"Central Texas Christian (Temple, TX)","(Temple, TX)",RB,33,28,5,,,,,3.0,11
2018,"offense,touchdowns",130,Cole Mueller,Senior,"Holt (Wentzville, MO)","(Wentzville, MO)","RB, FS",33,31,2,,,,1,3.0,11
2018,"offense,touchdowns",131,Cameron Kells,Senior,Milford (OH),(OH),"RB, CB",33,29,4,,,,,2.8,12
2018,"offense,touchdowns",132,Aaron Wahler,Senior,"Cleveland Hill (Cheektowaga, NY)","(Cheektowaga, NY)","RB, LB",33,31,1,1,,,,2.8,12
2018,"offense,touchdowns",133,Bronson Yoder,Senior,"NorthWood (Nappanee, IN)","(Nappanee, IN)","WR, SS",33,28,2,,2,,1,2.8,12
2018,"offense,touchdowns",134,Daymonn Sanchez,Senior,"Olathe North (Olathe, KS)","(Olathe, KS)","RB, SS",33,29,3,,,,2,2.8,12
2018,"offense,touchdowns",135,Jalen May,Senior,Houston (MS),(MS),"WR, CB",33,29,2,,,2,,2.5,13
2018,"offense,touchdowns",136,Marcos Reyes,Senior,Aptos (CA),(CA),RB,33,32,1,,,,,2.5,13
2018,"offense,touchdowns",137,Colin McCabe,Junior,"Hand (Madison, CT)","(Madison, CT)","RB, OLB",33,33,,,,,,2.5,13
2018,"offense,touchdowns",138,Ivan Bolden,Senior,Sealy (TX),(TX),RB,33,29,4,,,,,2.5,13
2018,"offense,touchdowns",139,R.j. Smith,Junior,"Tompkins (Katy, TX)","(Katy, TX)","RB, WR",33,30,3,,,,,2.5,13
2018,"offense,touchdowns",140,Laderrious Mixon,Junior,"Birdville (North Richland Hills, TX)","(North Richland Hills, TX)",RB,33,26,7,,,,,2.4,14
2018,"offense,touchdowns",141,Jackson Sepeda,Sophomore,Hamlin (TX),(TX),RB,33,30,1,2,,,,2.4,14
2018,"offense,touchdowns",142,Ryan Johnson,Senior,"Metro Christian (Tulsa, OK)","(Tulsa, OK)","RB, DB",33,28,5,,,,,2.4,14
2018,"offense,touchdowns",143,Kenneth Tracy,Junior,"Decatur Central (Indianapolis, IN)","(Indianapolis, IN)","LB, RB",33,22,11,,,,,2.4,14
2018,"offense,touchdowns",144,Kenny Haynes,Senior,Edna (TX),(TX),"RB, DE",33,32,,,,,1,2.4,14
2018,"offense,touchdowns",145,John Henderson,Senior,"Yuma Catholic (Yuma, AZ)","(Yuma, AZ)","WR, DB",33,,29,,1,,,2.4,14
2018,"offense,touchdowns",146,Tyler Flick,Senior,"Manheim Central (Manheim, PA)","(Manheim, PA)","RB, OLB",33,33,,,,,,2.2,15
2018,"offense,touchdowns",147,CARSON RAY,Senior,Booneville (AR),(AR),"FB, ILB",33,32,1,,,,,2.2,15
2018,"offense,touchdowns",148,Aaron Young,Senior,Coatesville (PA),(PA),"RB, CB",33,28,4,,,1,,2.2,15
2018,"offense,touchdowns",149,Darios Crawley-Reid,Senior,"Martin Luther (Greendale, WI)","(Greendale, WI)","RB, DB",32,30,2,,,,,4.6,7
2018,"offense,touchdowns",150,Greg Turner,Senior,Smackover (AR),(AR),"RB, MLB",32,28,4,,,,,3.6,9
2018,"offense,touchdowns",51,Mckinley Witherspoon,Senior,"Hibriten (Lenoir, NC)","(Lenoir, NC)","RB, CB",39,39,,,,,,2.8,14
2018,"offense,touchdowns",52,Colten McPhee,Senior,Columbia Falls (MT),(MT),"RB, MLB",38,31,7,,,,,3.8,10
2018,"offense,touchdowns",53,Jonah White,Senior,Merkel (TX),(TX),"WR, FS",38,37,1,0,0,,0,3.5,11
2018,"offense,touchdowns",54,Bralyn Lux,Senior,"King's Academy (Sunnyvale, CA)","(Sunnyvale, CA)","RB, DB",38,24,9,,,2,,2.9,13
2018,"offense,touchdowns",55,Breece Hall,Senior,"Northwest (Wichita, KS)","(Wichita, KS)","RB, QB",38,29,8,,,,,2.9,13
2018,"offense,touchdowns",56,Christian Lewis,Senior,Farrell (PA),(PA),"RB, CB",38,34,2,,,1,1,2.5,15
2018,"offense,touchdowns",57,Sevion Morrison,Junior,"Edison (Tulsa, OK)","(Tulsa, OK)","RB, WR",37,34,2,,,1,,3.7,10
2018,"offense,touchdowns",58,Ryan Hurley,Senior,Rio Vista (CA),(CA),"RB, MLB",37,33,3,,1,,,3.4,11
2018,"offense,touchdowns",59,Wyatt Roth,Senior,"Liberty (Madera, CA)","(Madera, CA)","RB, OLB",37,35,1,,,,,3.4,11
2018,"offense,touchdowns",60,Quintan Jackson,Senior,Benbrook (TX),(TX),,37,37,,,,,,3.4,11
2018,"offense,touchdowns",61,Jace Kinnamon,Senior,McPherson (KS),(KS),"RB, OLB",37,36,1,,,,,3.1,12
2018,"offense,touchdowns",62,Noah Roper,Senior,Erie (CO),(CO),"RB, FS",37,37,,1,0,1,0,3.1,12
2018,"offense,touchdowns",63,Chandler Byron,Senior,"Monroe Area (Monroe, GA)","(Monroe, GA)","QB, ATH",37,37,,,,,,2.8,13
2018,"offense,touchdowns",64,Bj Jordan,Senior,"Southwest Onslow (Jacksonville, NC)","(Jacksonville, NC)","RB, DB",37,37,,,,,,2.8,13
2018,"offense,touchdowns",65,Keenan Hailey,Senior,"Joliet Catholic (Joliet, IL)","(Joliet, IL)","RB, LB",37,34,2,,,,1,2.6,14
2018,"offense,touchdowns",66,Ean Chavez,Junior,"Yuma Catholic (Yuma, AZ)","(Yuma, AZ)","RB, DB",37,24,13,,,,,2.6,14
2018,"offense,touchdowns",67,Kyle Franklin,Sophomore,"IC Catholic Prep (Elmhurst, IL)","(Elmhurst, IL)","RB, MLB",37,37,,,,,,2.6,14
2018,"offense,touchdowns",68,Decarlos Brooks,Senior,Chandler (AZ),(AZ),RB,37,34,3,,,,,2.6,14
2018,"offense,touchdowns",69,Sage Hood,Senior,West Lafayette (IN),(IN),RB,37,30,7,,,,,2.5,15
2018,"offense,touchdowns",70,Robert Mcgrue jr.,Senior,"West Brook (Beaumont, TX)","(Beaumont, TX)","RB, SB",37,33,4,,,,,2.3,16
